date,temperature,humidity,rainfall,wind_speed,air_quality_index,uv_index,season,city_Ahmedabad,city_Bangalore,city_Bhopal,city_Chennai,city_Delhi,city_Ghaziabad,city_Hyderabad,city_Indore,city_Jaipur,city_Kanpur,city_Kolkata,city_Lucknow,city_Ludhiana,city_Mumbai,city_Nagpur,city_Patna,city_Pune,city_Surat,city_Vadodara
2020-10-24,34.5,61.1,8.3,7.5,150,8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-25,25.9,47.4,0.6,6.4,100,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020-10-26,18.5,31.7,2.6,11.8,50,5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020-10-27,22.8,100.0,2.8,13.7,300,11,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020-10-28,34.6,72.0,3.2,17.7,50,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020-10-29,38.2,72.0,2.0,4.5,150,11,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-30,38.0,59.3,2.4,3.7,200,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020-10-31,15.0,49.1,23.1,4.5,50,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020-11-01,20.5,68.3,4.4,11.2,50,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-02,26.1,29.5,3.0,19.4,150,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020-11-03,15.0,60.5,2.4,4.2,50,11,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020-11-04,35.2,20.7,3.2,8.1,50,11,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020-11-05,26.6,76.9,1.2,14.8,150,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-06,30.7,87.5,0.3,10.7,100,11,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-07,16.0,85.2,2.3,9.6,150,11,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020-11-08,16.0,45.1,1.8,3.2,200,8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-09,15.0,43.2,1.7,8.0,150,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-10,28.5,54.4,9.4,9.7,50,11,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-11,25.8,76.9,5.6,20.7,150,8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-12,29.4,42.0,7.3,4.1,50,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-13,30.6,79.8,0.1,16.3,100,11,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020-11-14,27.7,62.3,1.6,8.4,100,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-15,23.0,80.3,2.8,18.7,150,5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020-11-16,22.1,46.5,4.4,11.4,100,8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-17,27.7,64.6,4.1,17.2,200,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020-11-18,15.0,22.2,0.6,7.7,300,8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020-11-19,22.7,44.2,4.7,-3.0,50,8,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020-11-20,27.5,41.8,0.7,-0.6,300,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020-11-21,30.3,71.8,2.8,9.7,300,5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-22,35.1,55.3,6.5,11.2,200,5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020-11-23,31.0,89.9,4.6,7.2,300,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020-11-24,39.4,62.9,7.7,7.0,200,11,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-25,44.8,43.6,4.3,11.5,50,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-26,38.2,28.4,4.3,25.0,50,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020-11-27,23.8,50.9,3.7,7.2,150,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-28,45.0,48.8,0.4,11.0,100,8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-29,15.6,92.4,4.2,10.8,150,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-30,22.8,48.3,9.4,7.5,50,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-01,37.4,81.1,1.4,5.4,200,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020-12-02,20.2,72.3,0.3,10.8,50,8,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-03,31.5,71.5,5.3,9.6,200,11,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-04,33.1,67.3,26.0,6.7,300,11,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-05,34.7,63.2,6.9,10.8,150,8,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020-12-06,20.9,57.1,7.4,16.9,50,11,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020-12-07,37.7,28.6,5.6,0.8,300,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-08,33.6,79.4,9.9,18.2,50,5,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020-12-09,26.7,33.3,3.0,14.3,150,8,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020-12-10,15.0,70.9,1.1,3.0,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020-12-11,29.6,63.6,1.3,14.8,300,8,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020-12-12,16.7,90.1,4.1,9.6,50,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020-12-13,38.7,29.4,4.4,3.9,100,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020-12-14,28.0,76.0,6.4,9.6,50,5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-15,15.0,80.7,0.6,4.4,300,11,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-16,32.8,57.3,10.1,14.3,200,8,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-17,32.4,69.3,5.1,4.0,150,8,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-18,36.1,56.5,12.4,14.9,50,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020-12-19,22.7,100.0,5.0,3.9,50,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020-12-20,27.3,78.8,3.6,8.8,100,8,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020-12-21,35.3,30.6,6.5,9.4,300,8,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-22,15.8,53.1,2.0,10.3,150,5,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-23,29.6,40.7,12.0,11.7,50,5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-24,28.1,60.2,4.0,10.2,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020-12-25,24.9,28.3,4.9,11.2,150,8,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-26,21.2,65.9,0.1,10.5,300,11,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-27,22.2,48.0,3.1,13.4,100,2,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-28,26.0,75.1,9.0,6.4,50,5,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-29,15.0,89.0,11.6,6.9,200,11,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-30,43.2,71.8,4.9,11.6,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020-12-31,15.0,50.5,25.9,20.5,150,5,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-01-01,37.6,100.0,1.2,11.7,100,8,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-02,27.3,58.7,2.2,10.6,150,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-03,19.5,65.0,1.0,14.1,100,11,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-04,34.7,65.5,12.4,9.2,150,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-01-05,42.0,54.3,2.6,18.7,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-01-06,31.8,94.1,24.4,15.7,50,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-01-07,42.8,47.9,14.1,18.2,300,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-01-08,29.2,68.8,3.1,11.6,150,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-01-09,35.0,51.7,1.2,8.4,100,2,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-10,28.7,50.9,4.6,6.6,50,11,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-01-11,33.2,47.9,14.0,9.1,50,11,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-01-12,17.8,39.8,2.5,13.2,200,5,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-13,34.6,75.7,2.9,12.3,150,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-01-14,36.1,81.4,2.7,3.2,50,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-01-15,26.1,92.0,4.5,16.6,50,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-16,21.8,55.6,0.3,2.5,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-01-17,15.0,100.0,3.2,11.9,150,11,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-18,45.0,48.2,0.2,7.4,150,2,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-19,30.8,44.2,9.0,5.5,200,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-01-20,15.0,95.5,13.6,2.7,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-01-21,21.5,52.8,6.7,8.3,200,8,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-22,35.4,75.1,0.2,12.3,300,11,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-23,35.2,42.5,1.2,12.6,300,11,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-24,19.6,62.1,0.5,0.9,200,11,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-01-25,23.2,98.5,1.0,6.5,300,11,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-26,30.0,65.2,13.2,6.1,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-27,32.6,38.5,0.0,10.6,300,8,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-28,24.9,69.0,0.8,8.3,50,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-01-29,27.4,87.3,3.0,13.6,200,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-01-30,31.7,81.8,6.6,9.1,300,2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-31,30.5,64.9,1.6,10.6,200,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-02-01,25.3,92.8,12.7,11.8,100,8,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-02-02,42.7,53.8,8.2,6.9,50,2,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-02-03,32.3,52.1,4.3,11.0,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-02-04,29.0,88.7,16.8,13.9,150,11,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-02-05,24.6,83.0,3.7,23.3,300,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-02-06,15.0,74.1,1.5,18.0,50,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-07,24.1,81.9,1.1,2.8,150,5,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-02-08,16.5,73.4,0.2,5.5,150,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-09,23.2,77.4,6.5,6.8,200,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-10,21.5,61.7,1.6,9.6,300,8,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-02-11,15.0,91.4,17.9,10.1,50,5,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-02-12,45.0,73.1,0.3,11.7,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-02-13,45.0,49.3,12.6,12.7,300,11,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-14,21.5,55.6,8.3,10.0,200,11,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-02-15,36.2,49.4,1.0,16.5,150,5,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-02-16,24.6,54.3,1.8,17.6,100,8,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-17,33.9,48.0,0.3,18.1,150,5,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-18,33.4,61.9,4.3,16.1,300,2,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-02-19,39.4,87.3,2.7,1.4,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-02-20,30.6,47.4,2.7,-0.2,100,8,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-02-21,29.0,55.4,7.0,6.8,150,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-22,44.1,32.5,3.3,11.5,150,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-02-23,24.9,60.3,2.2,7.2,200,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-24,25.2,59.6,1.0,7.9,200,2,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-02-25,27.9,87.8,10.0,6.8,150,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-26,27.8,69.4,10.8,14.9,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-02-27,24.4,48.8,0.7,8.4,50,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-02-28,40.3,40.2,7.1,11.1,50,8,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-01,42.5,85.5,4.0,9.9,50,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-03-02,21.8,50.7,2.6,12.0,100,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-03,22.6,44.9,1.1,19.8,300,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-03-04,25.8,83.0,2.9,14.0,300,8,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-05,37.4,87.9,7.5,10.5,200,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-06,35.3,56.2,9.7,11.0,50,11,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-03-07,26.6,68.9,5.7,11.2,150,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-03-08,29.6,20.0,8.2,12.9,50,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-09,39.1,46.5,0.1,10.9,200,5,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-10,35.2,70.8,1.2,8.2,150,11,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-11,19.5,72.9,0.3,7.4,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-12,29.5,58.3,1.4,14.3,150,11,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-03-13,30.9,59.7,4.4,0.3,150,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-14,40.2,100.0,2.9,13.3,50,8,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-03-15,17.9,63.5,0.7,6.3,200,11,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-16,28.4,51.3,0.5,7.9,150,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-17,16.1,63.2,11.3,6.2,200,8,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-03-18,38.3,100.0,1.6,14.7,100,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-19,19.3,76.4,12.2,3.0,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-03-20,22.3,44.3,2.9,8.1,50,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-21,32.6,59.9,12.8,13.0,50,11,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-22,15.6,69.0,5.5,0.0,200,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-03-23,31.7,57.2,0.5,9.7,200,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-24,20.9,59.9,3.7,11.3,200,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-03-25,32.7,49.8,3.5,2.2,300,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-26,15.0,61.1,11.3,12.6,150,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-27,34.8,28.9,0.6,11.4,150,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-28,16.5,20.0,8.1,12.6,300,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-03-29,45.0,78.7,0.4,19.8,150,2,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-03-30,26.3,43.9,5.3,14.3,50,11,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-03-31,19.1,74.4,7.1,12.6,100,11,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-01,35.4,66.7,6.9,8.9,200,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-04-02,18.6,39.8,1.2,5.9,200,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-04-03,28.5,45.0,2.0,16.7,50,8,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-04-04,34.7,29.9,3.9,4.5,100,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-05,35.3,76.4,5.1,14.7,150,2,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-04-06,31.1,100.0,3.3,7.7,200,8,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-04-07,20.9,54.7,4.0,12.9,50,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-04-08,31.0,88.1,1.4,1.3,300,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-09,30.2,91.1,11.6,6.8,200,5,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-04-10,25.8,75.0,2.0,14.7,200,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-04-11,25.2,84.0,17.5,8.1,300,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-04-12,43.5,31.8,2.3,12.8,200,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-04-13,45.0,84.0,0.3,6.8,100,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-14,15.0,73.3,4.1,12.1,50,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-04-15,30.0,80.9,5.3,9.0,150,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-04-16,20.7,68.5,0.9,8.4,50,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-04-17,19.7,60.9,1.0,18.7,300,5,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-18,35.4,66.1,0.2,13.6,100,11,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-19,36.6,73.3,1.1,16.4,50,5,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-04-20,20.4,61.7,0.6,12.5,300,5,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-04-21,31.6,100.0,0.0,2.2,100,11,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-04-22,26.0,83.9,6.9,14.5,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-04-23,31.5,55.9,9.3,6.7,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-04-24,30.3,66.6,4.7,13.5,100,11,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-04-25,29.7,48.4,2.9,14.1,300,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-04-26,23.8,88.5,3.0,11.6,300,8,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-04-27,23.2,52.3,3.2,5.7,100,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-28,27.8,78.4,1.7,6.6,150,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-04-29,40.0,44.6,5.0,2.8,100,8,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-30,25.5,52.3,9.6,7.6,100,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-05-01,24.5,97.8,4.3,9.3,200,5,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-02,24.8,80.4,4.2,24.0,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-05-03,28.5,65.7,19.7,7.6,50,8,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-04,20.8,81.6,6.2,8.6,50,11,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-05,20.0,66.4,2.1,3.2,200,8,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-05-06,15.0,59.9,0.4,13.1,100,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-05-07,38.6,42.5,2.9,13.9,100,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-08,36.7,89.6,2.2,12.8,150,8,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-05-09,26.0,20.0,3.3,14.3,300,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-05-10,32.7,65.9,3.9,13.0,100,2,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-05-11,31.3,58.5,4.5,-4.1,50,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-05-12,33.4,42.0,5.4,18.6,100,8,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-13,39.1,83.1,5.9,8.6,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-05-14,15.0,69.8,2.6,5.0,150,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-05-15,29.1,73.6,2.8,14.8,200,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-16,37.7,99.2,2.0,3.6,100,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-17,29.5,73.1,1.7,16.1,200,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
