date,city,temperature,humidity,rainfall,wind_speed,air_quality_index,uv_index,season
2021-01-08,Pune,29.2,68.8,3.1,11.6,150,8,Winter
2021-01-09,Ghaziabad,35.0,51.7,1.2,8.4,100,2,Winter
2021-01-10,Indore,28.7,50.9,4.6,6.6,50,11,Winter
2021-01-11,Kanpur,33.2,47.9,14.0,9.1,50,11,Winter
2021-01-12,Ghaziabad,17.8,39.8,2.5,13.2,200,5,Winter
2021-01-13,Pune,34.6,75.7,2.9,12.3,150,2,Winter
2021-01-14,Nagpur,36.1,81.4,2.7,3.2,50,8,Winter
2021-01-15,Bangalore,26.1,92.0,4.5,16.6,50,2,Winter
2021-01-16,Mumbai,21.8,55.6,0.3,2.5,150,11,Winter
2021-01-17,Hyderabad,15.0,100.0,3.2,11.9,150,11,Winter
2021-01-18,Bhopal,45.0,48.2,0.2,7.4,150,2,Winter
2021-01-19,Indore,30.8,44.2,9.0,5.5,200,2,Winter
2021-01-20,Nagpur,15.0,95.5,13.6,2.7,100,2,Winter
2021-01-21,Bhopal,21.5,52.8,6.7,8.3,200,8,Winter
2021-01-22,Delhi,35.4,75.1,0.2,12.3,300,11,Winter
2021-01-23,Bhopal,35.2,42.5,1.2,12.6,300,11,Winter
2021-01-24,Jaipur,19.6,62.1,0.5,0.9,200,11,Winter
2021-01-25,Delhi,23.2,98.5,1.0,6.5,300,11,Winter
2021-01-26,Agra,30.0,65.2,13.2,6.1,100,2,Winter
2021-01-27,Delhi,32.6,38.5,0.0,10.6,300,8,Winter
2021-01-28,Vadodara,24.9,69.0,0.8,8.3,50,8,Winter
2021-01-29,Indore,27.4,87.3,3.0,13.6,200,2,Winter
2021-01-30,Delhi,31.7,81.8,6.6,9.1,300,2,Winter
2021-01-31,Surat,30.5,64.9,1.6,10.6,200,2,Winter
2021-02-01,Kolkata,25.3,92.8,12.7,11.8,100,8,Winter
2021-02-02,Ludhiana,42.7,53.8,8.2,6.9,50,2,Winter
2021-02-03,Patna,32.3,52.1,4.3,11.0,200,11,Winter
2021-02-04,Lucknow,29.0,88.7,16.8,13.9,150,11,Winter
2021-02-05,Surat,24.6,83.0,3.7,23.3,300,11,Winter
2021-02-06,Agra,15.0,74.1,1.5,18.0,50,5,Winter
2021-02-07,Indore,24.1,81.9,1.1,2.8,150,5,Winter
2021-02-08,Agra,16.5,73.4,0.2,5.5,150,5,Winter
2021-02-09,Hyderabad,23.2,77.4,6.5,6.8,200,2,Winter
2021-02-10,Kolkata,21.5,61.7,1.6,9.6,300,8,Winter
2021-02-11,Lucknow,15.0,91.4,17.9,10.1,50,5,Winter
2021-02-12,Patna,45.0,73.1,0.3,11.7,100,2,Winter
2021-02-13,Ghaziabad,45.0,49.3,12.6,12.7,300,11,Winter
2021-02-14,Indore,21.5,55.6,8.3,10.0,200,11,Winter
2021-02-15,Lucknow,36.2,49.4,1.0,16.5,150,5,Winter
2021-02-16,Hyderabad,24.6,54.3,1.8,17.6,100,8,Winter
2021-02-17,Delhi,33.9,48.0,0.3,18.1,150,5,Winter
2021-02-18,Jaipur,33.4,61.9,4.3,16.1,300,2,Winter
2021-02-19,Mumbai,39.4,87.3,2.7,1.4,200,11,Winter
2021-02-20,Jaipur,30.6,47.4,2.7,-0.2,100,8,Winter
2021-02-21,Agra,29.0,55.4,7.0,6.8,150,8,Winter
2021-02-22,Pune,44.1,32.5,3.3,11.5,150,5,Winter
2021-02-23,Hyderabad,24.9,60.3,2.2,7.2,200,2,Winter
2021-02-24,Kanpur,25.2,59.6,1.0,7.9,200,2,Winter
2021-02-25,Hyderabad,27.9,87.8,10.0,6.8,150,2,Winter
2021-02-26,Ludhiana,27.8,69.4,10.8,14.9,200,11,Winter
2021-02-27,Pune,24.4,48.8,0.7,8.4,50,2,Winter
2021-02-28,Bangalore,40.3,40.2,7.1,11.1,50,8,Winter
2021-03-01,Mumbai,42.5,85.5,4.0,9.9,50,5,Summer
2021-03-02,Delhi,21.8,50.7,2.6,12.0,100,2,Summer
2021-03-03,Vadodara,22.6,44.9,1.1,19.8,300,8,Summer
2021-03-04,Ahmedabad,25.8,83.0,2.9,14.0,300,8,Summer
2021-03-05,Nagpur,37.4,87.9,7.5,10.5,200,2,Summer
2021-03-06,Kolkata,35.3,56.2,9.7,11.0,50,11,Summer
2021-03-07,Pune,26.6,68.9,5.7,11.2,150,8,Summer
2021-03-08,Agra,29.6,20.0,8.2,12.9,50,11,Summer
2021-03-09,Delhi,39.1,46.5,0.1,10.9,200,5,Summer
2021-03-10,Bangalore,35.2,70.8,1.2,8.2,150,11,Summer
2021-03-11,Agra,19.5,72.9,0.3,7.4,100,11,Summer
2021-03-12,Kanpur,29.5,58.3,1.4,14.3,150,11,Summer
2021-03-13,Hyderabad,30.9,59.7,4.4,0.3,150,2,Summer
2021-03-14,Lucknow,40.2,100.0,2.9,13.3,50,8,Summer
2021-03-15,Chennai,17.9,63.5,0.7,6.3,200,11,Summer
2021-03-16,Ghaziabad,28.4,51.3,0.5,7.9,150,5,Summer
2021-03-17,Jaipur,16.1,63.2,11.3,6.2,200,8,Summer
2021-03-18,Nagpur,38.3,100.0,1.6,14.7,100,2,Summer
2021-03-19,Vadodara,19.3,76.4,12.2,3.0,100,11,Summer
2021-03-20,Ahmedabad,22.3,44.3,2.9,8.1,50,2,Summer
2021-03-21,Bangalore,32.6,59.9,12.8,13.0,50,11,Summer
2021-03-22,Surat,15.6,69.0,5.5,0.0,200,11,Summer
2021-03-23,Nagpur,31.7,57.2,0.5,9.7,200,11,Summer
2021-03-24,Vadodara,20.9,59.9,3.7,11.3,200,11,Summer
2021-03-25,Bhopal,32.7,49.8,3.5,2.2,300,8,Summer
2021-03-26,Agra,15.0,61.1,11.3,12.6,150,2,Summer
2021-03-27,Ghaziabad,34.8,28.9,0.6,11.4,150,5,Summer
2021-03-28,Vadodara,16.5,20.0,8.1,12.6,300,5,Summer
2021-03-29,Kolkata,45.0,78.7,0.4,19.8,150,2,Summer
2021-03-30,Kolkata,26.3,43.9,5.3,14.3,50,11,Summer
2021-03-31,Ahmedabad,19.1,74.4,7.1,12.6,100,11,Summer
2021-04-01,Indore,35.4,66.7,6.9,8.9,200,2,Summer
2021-04-02,Surat,18.6,39.8,1.2,5.9,200,5,Summer
2021-04-03,Lucknow,28.5,45.0,2.0,16.7,50,8,Summer
2021-04-04,Agra,34.7,29.9,3.9,4.5,100,5,Summer
2021-04-05,Ludhiana,35.3,76.4,5.1,14.7,150,2,Summer
2021-04-06,Kanpur,31.1,100.0,3.3,7.7,200,8,Summer
2021-04-07,Vadodara,20.9,54.7,4.0,12.9,50,8,Summer
2021-04-08,Ghaziabad,31.0,88.1,1.4,1.3,300,5,Summer
2021-04-09,Kolkata,30.2,91.1,11.6,6.8,200,5,Summer
2021-04-10,Patna,25.8,75.0,2.0,14.7,200,5,Summer
2021-04-11,Surat,25.2,84.0,17.5,8.1,300,2,Summer
2021-04-12,Indore,43.5,31.8,2.3,12.8,200,2,Summer
2021-04-13,Agra,45.0,84.0,0.3,6.8,100,8,Summer
2021-04-14,Nagpur,15.0,73.3,4.1,12.1,50,8,Summer
2021-04-15,Ludhiana,30.0,80.9,5.3,9.0,150,8,Summer
2021-04-16,Nagpur,20.7,68.5,0.9,8.4,50,11,Summer
2021-04-17,Hyderabad,19.7,60.9,1.0,18.7,300,5,Summer
2021-04-18,Ahmedabad,35.4,66.1,0.2,13.6,100,11,Summer
2021-04-19,Kanpur,36.6,73.3,1.1,16.4,50,5,Summer
2021-04-20,Jaipur,20.4,61.7,0.6,12.5,300,5,Summer
2021-04-21,Indore,31.6,100.0,0.0,2.2,100,11,Summer
2021-04-22,Nagpur,26.0,83.9,6.9,14.5,100,11,Summer
2021-04-23,Vadodara,31.5,55.9,9.3,6.7,100,11,Summer
2021-04-24,Indore,30.3,66.6,4.7,13.5,100,11,Summer
2021-04-25,Surat,29.7,48.4,2.9,14.1,300,11,Summer
2021-04-26,Kolkata,23.8,88.5,3.0,11.6,300,8,Summer
2021-04-27,Ghaziabad,23.2,52.3,3.2,5.7,100,5,Summer
2021-04-28,Nagpur,27.8,78.4,1.7,6.6,150,11,Summer
2021-04-29,Delhi,40.0,44.6,5.0,2.8,100,8,Summer
2021-04-30,Surat,25.5,52.3,9.6,7.6,100,2,Summer
2021-05-01,Ahmedabad,24.5,97.8,4.3,9.3,200,5,Summer
2021-05-02,Pune,24.8,80.4,4.2,24.0,100,11,Summer
2021-05-03,Bangalore,28.5,65.7,19.7,7.6,50,8,Summer
2021-05-04,Ghaziabad,20.8,81.6,6.2,8.6,50,11,Summer
2021-05-05,Lucknow,20.0,66.4,2.1,3.2,200,8,Summer
2021-05-06,Mumbai,15.0,59.9,0.4,13.1,100,8,Summer
2021-05-07,Ghaziabad,38.6,42.5,2.9,13.9,100,5,Summer
2021-05-08,Jaipur,36.7,89.6,2.2,12.8,150,8,Summer
2021-05-09,Mumbai,26.0,20.0,3.3,14.3,300,11,Summer
2021-05-10,Kanpur,32.7,65.9,3.9,13.0,100,2,Summer
2021-05-11,Patna,31.3,58.5,4.5,-4.1,50,2,Summer
2021-05-12,Ahmedabad,33.4,42.0,5.4,18.6,100,8,Summer
2021-05-13,Nagpur,39.1,83.1,5.9,8.6,100,11,Summer
2021-05-14,Indore,15.0,69.8,2.6,5.0,150,8,Summer
2021-05-15,Ahmedabad,29.1,73.6,2.8,14.8,200,2,Summer
2021-05-16,Hyderabad,37.7,99.2,2.0,3.6,100,2,Summer
2021-05-17,Surat,29.5,73.1,1.7,16.1,200,8,Summer
2021-05-18,Pune,25.4,55.6,1.6,7.0,100,8,Summer
2021-05-19,Bhopal,23.7,84.0,3.7,5.7,100,8,Summer
2021-05-20,Kolkata,32.6,40.4,0.0,4.9,300,2,Summer
2021-05-21,Delhi,24.9,63.0,11.3,9.7,100,8,Summer
2021-05-22,Ahmedabad,39.8,74.6,0.3,8.5,50,11,Summer
2021-05-23,Bhopal,16.8,84.8,12.2,9.8,100,2,Summer
2021-05-24,Pune,32.4,58.7,12.9,8.2,200,2,Summer
2021-05-25,Chennai,32.9,78.7,11.2,18.1,200,8,Summer
2021-05-26,Chennai,38.5,79.6,1.6,19.5,300,8,Summer
2021-05-27,Indore,29.9,95.1,1.8,17.9,300,2,Summer
2021-05-28,Lucknow,25.4,64.5,1.7,1.9,300,2,Summer
2021-05-29,Ghaziabad,22.0,47.8,11.8,5.8,200,8,Summer
2021-05-30,Surat,27.6,72.6,2.5,8.4,50,2,Summer
2021-05-31,Pune,31.8,89.2,1.3,17.4,50,5,Summer
2021-06-01,Surat,18.1,74.5,7.1,14.2,200,5,Monsoon
2021-06-02,Ahmedabad,28.6,37.0,0.7,12.5,200,8,Monsoon
2021-06-03,Ahmedabad,33.7,87.7,0.0,6.9,300,2,Monsoon
2021-06-04,Agra,32.8,86.8,3.0,4.4,150,8,Monsoon
2021-06-05,Bangalore,26.5,30.2,1.8,13.3,100,11,Monsoon
2021-06-06,Bangalore,27.0,61.2,2.7,8.4,300,8,Monsoon
2021-06-07,Ghaziabad,31.3,62.4,0.6,9.4,300,8,Monsoon
2021-06-08,Ludhiana,25.6,53.6,6.9,9.7,150,5,Monsoon
2021-06-09,Ludhiana,26.6,64.2,0.6,10.7,150,8,Monsoon
2021-06-10,Agra,32.4,100.0,2.0,14.1,150,11,Monsoon
2021-06-11,Kanpur,15.5,53.2,0.8,0.3,300,2,Monsoon
2021-06-12,Agra,36.5,24.5,1.1,7.3,100,5,Monsoon
2021-06-13,Jaipur,27.8,65.7,0.1,11.3,300,11,Monsoon
2021-06-14,Ahmedabad,27.8,51.8,3.9,12.4,200,11,Monsoon
2021-06-15,Ghaziabad,16.3,99.8,10.2,15.8,150,8,Monsoon
2021-06-16,Kanpur,30.5,45.9,1.4,7.2,150,8,Monsoon
2021-06-17,Bangalore,41.2,98.5,14.0,20.3,300,2,Monsoon
2021-06-18,Patna,30.9,94.9,17.3,3.9,150,11,Monsoon
2021-06-19,Hyderabad,32.1,79.8,2.6,13.1,100,8,Monsoon
2021-06-20,Nagpur,17.3,99.5,8.1,12.8,50,8,Monsoon
2021-06-21,Bangalore,40.1,60.5,0.5,11.4,50,2,Monsoon
2021-06-22,Kanpur,37.0,66.4,1.6,10.9,150,5,Monsoon
2021-06-23,Patna,25.0,69.4,1.2,12.6,150,2,Monsoon
2021-06-24,Ghaziabad,21.7,83.7,7.5,11.8,200,8,Monsoon
2021-06-25,Lucknow,15.9,64.4,0.4,8.7,100,11,Monsoon
2021-06-26,Indore,28.2,69.4,14.8,6.9,200,8,Monsoon
2021-06-27,Vadodara,25.2,35.4,10.2,7.1,100,11,Monsoon
2021-06-28,Agra,23.3,54.8,3.4,3.5,200,5,Monsoon
2021-06-29,Bangalore,33.3,72.4,5.8,6.3,300,2,Monsoon
2021-06-30,Nagpur,37.7,64.0,0.7,10.2,300,8,Monsoon
2021-07-01,Ludhiana,26.5,59.8,6.4,2.2,100,8,Monsoon
2021-07-02,Jaipur,26.8,60.2,3.5,4.1,100,5,Monsoon
2021-07-03,Bhopal,21.9,68.0,0.2,7.1,50,11,Monsoon
2021-07-04,Delhi,37.1,50.3,2.9,7.4,50,2,Monsoon
2021-07-05,Pune,27.5,60.4,0.1,20.3,200,2,Monsoon
2021-07-06,Pune,34.4,50.1,13.3,9.8,150,5,Monsoon
2021-07-07,Ludhiana,28.4,53.7,3.0,9.1,50,5,Monsoon
2021-07-08,Bangalore,28.3,98.0,1.9,7.4,100,2,Monsoon
2021-07-09,Bhopal,36.2,50.7,2.0,16.4,100,2,Monsoon
2021-07-10,Mumbai,19.3,50.2,1.5,8.2,200,5,Monsoon
2021-07-11,Mumbai,26.2,82.6,0.2,13.5,150,8,Monsoon
2021-07-12,Indore,34.0,64.6,1.3,16.8,150,8,Monsoon
2021-07-13,Mumbai,15.0,67.6,0.1,8.5,100,5,Monsoon
2021-07-14,Nagpur,36.4,75.1,1.2,10.0,150,8,Monsoon
2021-07-15,Agra,33.3,83.1,1.8,8.4,300,11,Monsoon
2021-07-16,Patna,19.9,43.8,4.1,12.9,100,2,Monsoon
2021-07-17,Nagpur,15.2,40.8,0.7,24.7,200,8,Monsoon
2021-07-18,Ludhiana,40.3,42.6,20.3,3.2,100,5,Monsoon
2021-07-19,Vadodara,24.6,43.8,6.7,17.5,200,5,Monsoon
2021-07-20,Pune,33.8,20.0,15.1,10.0,100,5,Monsoon
2021-07-21,Jaipur,16.1,61.6,4.9,10.5,200,11,Monsoon
2021-07-22,Agra,29.7,58.8,3.2,-2.3,300,11,Monsoon
2021-07-23,Kolkata,20.5,26.3,13.2,15.8,50,5,Monsoon
2021-07-24,Surat,26.7,81.0,11.9,11.5,150,5,Monsoon
2021-07-25,Kolkata,30.0,48.2,4.4,5.5,200,8,Monsoon
2021-07-26,Chennai,31.3,73.6,7.1,15.0,150,11,Monsoon
2021-07-27,Patna,23.0,36.6,4.9,4.0,200,8,Monsoon
2021-07-28,Jaipur,45.0,77.2,9.5,5.7,50,2,Monsoon
2021-07-29,Patna,37.7,56.7,2.4,14.3,50,2,Monsoon
2021-07-30,Bhopal,23.7,72.5,14.5,0.6,100,8,Monsoon
2021-07-31,Ahmedabad,22.2,100.0,13.6,8.6,50,11,Monsoon
2021-08-01,Mumbai,36.2,76.2,8.6,10.6,150,11,Monsoon
2021-08-02,Lucknow,21.1,79.9,5.1,6.0,300,2,Monsoon
2021-08-03,Hyderabad,20.6,56.6,6.7,15.9,150,2,Monsoon
2021-08-04,Bangalore,25.2,100.0,0.7,17.2,300,2,Monsoon
2021-08-05,Ludhiana,28.5,77.8,1.4,12.1,150,11,Monsoon
2021-08-06,Bangalore,25.6,66.3,7.9,13.9,200,11,Monsoon
2021-08-07,Chennai,28.3,79.1,5.5,16.9,200,8,Monsoon
2021-08-08,Pune,41.3,75.8,5.9,9.0,150,5,Monsoon
2021-08-09,Indore,24.4,49.3,2.7,14.2,150,11,Monsoon
2021-08-10,Patna,36.2,42.1,1.6,9.3,100,5,Monsoon
2021-08-11,Bangalore,29.8,77.7,0.3,4.1,50,5,Monsoon
2021-08-12,Delhi,21.8,56.0,4.4,4.3,200,11,Monsoon
2021-08-13,Ludhiana,35.6,51.4,8.6,8.2,100,8,Monsoon
2021-08-14,Nagpur,22.7,63.0,8.1,1.6,300,2,Monsoon
2021-08-15,Surat,20.8,57.2,0.1,7.2,200,5,Monsoon
2021-08-16,Hyderabad,28.7,72.5,6.5,4.8,150,11,Monsoon
2021-08-17,Hyderabad,34.9,79.8,8.0,4.2,50,2,Monsoon
2021-08-18,Ahmedabad,33.9,82.1,7.0,14.9,100,2,Monsoon
2021-08-19,Mumbai,40.8,94.9,1.9,13.8,300,5,Monsoon
2021-08-20,Ghaziabad,16.8,84.4,1.1,14.9,100,11,Monsoon
2021-08-21,Bangalore,23.0,65.8,1.7,12.3,150,2,Monsoon
2021-08-22,Patna,31.4,81.9,12.2,9.5,100,5,Monsoon
2021-08-23,Agra,20.8,49.0,19.9,13.6,300,5,Monsoon
2021-08-24,Bhopal,23.2,77.4,3.3,7.0,50,5,Monsoon
2021-08-25,Mumbai,15.0,28.5,4.6,4.4,50,11,Monsoon
2021-08-26,Kolkata,27.6,53.4,0.3,15.4,200,11,Monsoon
2021-08-27,Hyderabad,20.1,61.4,4.8,15.2,200,11,Monsoon
2021-08-28,Patna,26.9,30.3,2.5,15.4,200,5,Monsoon
2021-08-29,Chennai,26.2,64.9,4.6,9.7,200,11,Monsoon
2021-08-30,Chennai,40.3,88.6,4.5,11.0,100,8,Monsoon
2021-08-31,Mumbai,23.7,75.6,0.9,5.3,100,8,Monsoon
2021-09-01,Nagpur,26.6,85.4,15.7,10.1,100,2,Autumn
2021-09-02,Kanpur,39.4,76.9,0.6,13.5,50,11,Autumn
2021-09-03,Indore,45.0,52.0,6.7,18.5,50,8,Autumn
2021-09-04,Bangalore,19.2,70.0,1.9,1.1,200,5,Autumn
2021-09-05,Kolkata,39.9,73.4,8.9,12.5,200,2,Autumn
2021-09-06,Bhopal,26.0,66.0,3.8,4.9,50,2,Autumn
2021-09-07,Agra,17.4,78.3,5.1,16.0,150,8,Autumn
2021-09-08,Kanpur,27.3,75.7,3.2,1.6,150,5,Autumn
2021-09-09,Ludhiana,40.5,55.1,3.7,11.9,200,2,Autumn
2021-09-10,Agra,38.3,39.0,1.9,14.2,300,5,Autumn
2021-09-11,Ludhiana,15.0,64.9,3.0,17.1,300,8,Autumn
2021-09-12,Bangalore,39.4,100.0,1.9,6.4,200,8,Autumn
2021-09-13,Kanpur,34.1,92.4,1.9,1.4,200,5,Autumn
2021-09-14,Chennai,33.7,40.6,3.2,12.7,100,2,Autumn
2021-09-15,Agra,15.0,54.2,5.2,7.7,200,2,Autumn
2021-09-16,Kanpur,30.5,55.3,9.4,8.9,200,5,Autumn
2021-09-17,Vadodara,41.9,47.8,6.0,17.4,300,11,Autumn
2021-09-18,Delhi,19.2,76.6,3.1,12.6,200,5,Autumn
2021-09-19,Chennai,29.6,75.7,3.6,3.6,50,5,Autumn
2021-09-20,Delhi,34.6,88.3,0.9,9.4,100,5,Autumn
2021-09-21,Delhi,37.7,66.7,0.9,12.6,150,8,Autumn
2021-09-22,Indore,25.9,68.7,3.8,10.3,300,2,Autumn
2021-09-23,Chennai,38.3,66.8,6.4,13.5,300,5,Autumn
2021-09-24,Ghaziabad,23.5,75.8,16.2,18.6,100,8,Autumn
2021-09-25,Ludhiana,32.8,71.0,2.3,6.7,100,2,Autumn
2021-09-26,Ahmedabad,34.4,64.9,3.7,10.3,50,8,Autumn
2021-09-27,Indore,42.4,66.3,1.2,15.0,50,11,Autumn
2021-09-28,Ghaziabad,26.8,68.2,17.1,11.8,200,5,Autumn
2021-09-29,Patna,15.0,47.4,1.0,15.8,100,8,Autumn
2021-09-30,Surat,19.6,73.9,1.8,20.2,200,5,Autumn
2021-10-01,Lucknow,36.7,45.5,15.8,4.3,300,8,Autumn
2021-10-02,Ghaziabad,26.2,62.9,0.7,8.4,300,8,Autumn
2021-10-03,Delhi,45.0,36.0,4.1,3.7,300,2,Autumn
2021-10-04,Vadodara,32.2,65.2,3.0,8.9,50,8,Autumn
2021-10-05,Ahmedabad,23.3,83.3,4.2,10.2,100,8,Autumn
2021-10-06,Ghaziabad,34.0,49.6,2.2,3.6,300,11,Autumn
2021-10-07,Delhi,28.9,76.9,1.0,8.7,200,5,Autumn
2021-10-08,Kanpur,25.5,70.2,4.2,7.5,150,8,Autumn
2021-10-09,Indore,26.6,64.0,5.1,13.6,50,2,Autumn
2021-10-10,Pune,23.9,20.0,3.5,5.1,150,2,Autumn
2021-10-11,Chennai,45.0,58.0,1.1,2.3,300,5,Autumn
2021-10-12,Bangalore,20.2,64.5,6.1,23.8,200,8,Autumn
2021-10-13,Ghaziabad,17.9,52.0,0.3,8.5,200,11,Autumn
2021-10-14,Surat,25.9,85.7,6.7,6.4,50,5,Autumn
2021-10-15,Pune,19.4,71.5,4.2,13.0,50,11,Autumn
2021-10-16,Vadodara,26.7,61.5,2.6,9.7,150,8,Autumn
2021-10-17,Indore,18.3,61.4,0.8,8.5,200,8,Autumn
2021-10-18,Ludhiana,26.0,68.0,2.8,6.2,150,5,Autumn
2021-10-19,Nagpur,34.9,65.4,6.0,8.8,150,5,Autumn
2021-10-20,Vadodara,22.5,84.9,4.8,14.2,200,5,Autumn
2021-10-21,Agra,25.6,78.7,9.8,11.9,50,8,Autumn
2021-10-22,Nagpur,20.0,37.0,0.3,11.9,300,2,Autumn
2021-10-23,Ludhiana,27.2,37.3,6.7,4.6,50,2,Autumn
2021-10-24,Agra,22.6,60.9,12.8,9.5,200,11,Autumn
2021-10-25,Ghaziabad,15.0,91.7,0.8,8.6,200,8,Autumn
2021-10-26,Ludhiana,26.0,85.0,3.1,8.7,300,11,Autumn
2021-10-27,Ludhiana,28.9,68.3,3.8,5.4,150,2,Autumn
2021-10-28,Ludhiana,19.0,51.9,9.1,10.1,200,11,Autumn
2021-10-29,Hyderabad,21.0,54.8,9.8,16.8,150,2,Autumn
2021-10-30,Patna,22.4,58.7,6.5,6.5,200,2,Autumn
2021-10-31,Mumbai,40.4,63.5,2.0,11.1,200,8,Autumn
2021-11-01,Bhopal,25.5,52.0,7.1,11.6,200,11,Autumn
2021-11-02,Agra,28.3,100.0,5.4,6.3,200,8,Autumn
2021-11-03,Surat,36.9,75.6,0.5,12.1,200,5,Autumn
2021-11-04,Chennai,34.1,72.6,6.3,1.3,200,2,Autumn
2021-11-05,Bhopal,40.4,28.0,2.6,9.2,50,8,Autumn
2021-11-06,Bangalore,30.4,64.9,0.5,2.7,200,5,Autumn
2021-11-07,Ghaziabad,44.7,60.1,4.1,12.9,300,2,Autumn
2021-11-08,Chennai,35.1,81.4,4.2,11.0,300,2,Autumn
2021-11-09,Chennai,43.5,27.8,13.3,17.4,200,11,Autumn
2021-11-10,Vadodara,31.2,69.4,1.7,12.3,100,5,Autumn
2021-11-11,Ludhiana,17.3,95.7,6.5,2.2,150,11,Autumn
2021-11-12,Agra,19.6,82.5,0.8,10.4,50,5,Autumn
2021-11-13,Kanpur,24.3,80.6,3.2,14.0,100,5,Autumn
2021-11-14,Jaipur,30.5,81.0,19.5,7.0,200,11,Autumn
2021-11-15,Ludhiana,31.2,77.2,10.4,11.3,200,8,Autumn
2021-11-16,Bhopal,15.9,44.5,4.5,10.2,200,2,Autumn
2021-11-17,Vadodara,30.2,79.6,12.3,13.0,50,8,Autumn
2021-11-18,Bangalore,29.9,80.1,11.4,9.0,50,2,Autumn
2021-11-19,Chennai,24.4,20.0,1.5,6.0,300,8,Autumn
2021-11-20,Ahmedabad,22.9,69.3,6.1,5.6,50,11,Autumn
2021-11-21,Ludhiana,19.5,72.6,1.9,9.8,200,11,Autumn
2021-11-22,Lucknow,26.0,94.0,2.0,16.3,150,8,Autumn
2021-11-23,Chennai,15.0,41.7,4.8,13.7,150,5,Autumn
2021-11-24,Ahmedabad,41.8,20.0,3.0,10.0,300,5,Autumn
2021-11-25,Ludhiana,27.6,45.0,2.3,17.8,100,2,Autumn
2021-11-26,Bhopal,15.0,51.3,9.1,8.9,200,8,Autumn
2021-11-27,Ghaziabad,23.9,51.2,3.2,8.3,300,11,Autumn
2021-11-28,Surat,23.5,85.4,10.9,14.8,150,2,Autumn
2021-11-29,Kolkata,31.0,71.9,1.4,11.9,150,5,Autumn
2021-11-30,Mumbai,23.5,96.5,2.9,10.9,300,8,Autumn
2021-12-01,Jaipur,38.2,79.5,12.5,9.4,100,11,Winter
2021-12-02,Delhi,15.0,91.0,4.9,13.2,100,5,Winter
2021-12-03,Bangalore,26.6,75.8,1.5,12.9,50,5,Winter
2021-12-04,Delhi,29.4,35.6,2.7,5.8,50,8,Winter
2021-12-05,Bangalore,15.1,71.6,0.7,10.8,100,11,Winter
2021-12-06,Vadodara,34.2,58.2,5.7,9.0,300,8,Winter
2021-12-07,Chennai,40.4,60.0,5.2,6.2,300,5,Winter
2021-12-08,Pune,30.1,54.3,5.0,13.7,50,11,Winter
2021-12-09,Kanpur,29.5,93.6,9.9,6.2,150,8,Winter
2021-12-10,Ghaziabad,26.4,46.2,3.1,11.1,200,11,Winter
2021-12-11,Ghaziabad,36.5,59.7,2.0,2.1,300,11,Winter
2021-12-12,Ludhiana,29.2,53.9,0.0,0.7,50,8,Winter
2021-12-13,Kanpur,42.2,73.2,5.0,8.6,150,8,Winter
2021-12-14,Vadodara,41.7,92.7,1.1,11.8,50,5,Winter
2021-12-15,Kolkata,24.7,85.7,4.6,18.0,100,8,Winter
2021-12-16,Hyderabad,19.5,64.6,7.1,14.5,150,8,Winter
2021-12-17,Ahmedabad,20.6,100.0,8.9,5.6,150,5,Winter
2021-12-18,Chennai,33.7,78.4,2.9,2.8,300,8,Winter
2021-12-19,Hyderabad,34.7,84.6,0.9,12.9,100,8,Winter
2021-12-20,Hyderabad,24.2,69.9,5.9,14.3,150,11,Winter
2021-12-21,Lucknow,23.0,66.3,4.7,15.6,100,8,Winter
2021-12-22,Nagpur,28.3,100.0,9.2,5.6,150,11,Winter
2021-12-23,Agra,27.0,58.1,4.0,18.4,100,2,Winter
2021-12-24,Bangalore,18.0,80.3,4.7,5.0,100,2,Winter
2021-12-25,Pune,36.1,77.3,0.2,10.1,150,5,Winter
2021-12-26,Ludhiana,45.0,60.0,5.2,8.1,150,8,Winter
2021-12-27,Vadodara,25.5,76.9,21.3,5.2,150,2,Winter
2021-12-28,Kanpur,33.0,100.0,0.5,8.1,300,11,Winter
2021-12-29,Chennai,35.1,54.6,14.0,4.6,150,8,Winter
2021-12-30,Lucknow,15.0,85.7,0.8,-1.7,150,11,Winter
2021-12-31,Surat,18.3,40.9,1.1,6.1,50,8,Winter
2022-01-01,Agra,25.6,51.6,1.9,15.4,300,8,Winter
2022-01-02,Vadodara,30.7,76.1,0.5,9.3,200,11,Winter
2022-01-03,Bangalore,31.6,83.9,8.7,6.7,150,11,Winter
2022-01-04,Jaipur,15.1,55.5,8.0,10.4,300,11,Winter
2022-01-05,Ludhiana,19.7,44.7,2.8,9.3,50,5,Winter
2022-01-06,Patna,36.1,80.1,0.6,12.2,200,11,Winter
2022-01-07,Surat,18.0,100.0,6.1,5.2,100,2,Winter
2022-01-08,Jaipur,43.2,97.2,7.2,4.4,150,11,Winter
2022-01-09,Ludhiana,26.8,83.5,2.7,4.3,200,5,Winter
2022-01-10,Nagpur,38.7,56.6,3.3,5.4,50,5,Winter
2022-01-11,Bhopal,23.2,75.9,1.6,-1.4,50,11,Winter
2022-01-12,Chennai,16.4,48.0,10.8,8.9,300,11,Winter
2022-01-13,Bhopal,25.1,100.0,4.2,8.7,300,5,Winter
2022-01-14,Ludhiana,31.3,55.6,9.4,18.0,150,8,Winter
